time (sec),channel CH1 (V),channel CH2 (V)
4.274,11.84,-6.72
4.2741,11.84,-6.72
4.2742,11.84,-6.72
4.2743,11.84,-6.72
4.2744,11.84,-6.72
4.2745,11.84,-6.72
4.2746,11.84,-6.72
4.2747,11.84,-6.72
4.2748,11.84,-6.72
4.2749,11.84,-6.72
4.275,11.84,-6.72
4.2751,11.84,-6.72
4.2752,11.84,-6.72
4.2753,11.84,-6.72
4.2754,11.84,-6.72
4.2755,11.84,-6.72
4.2756,11.84,-6.72
4.2757,11.92,-6.72
4.2758,11.84,-6.72
4.2759,11.84,-6.72
4.276,11.84,-6.72
4.2761,11.84,-6.72
4.2762,11.92,-6.72
4.2763,11.92,-6.72
4.2764,11.92,-6.72
4.2765,11.92,-6.72
4.2766,11.92,-6.72
4.2767,11.92,-6.72
4.2768,11.92,-6.72
4.2769,11.92,-6.72
4.277,11.92,-6.72
4.2771,11.92,-6.72
4.2772,11.84,-6.72
4.2773,11.92,-6.72
4.2774,11.84,-6.72
4.2775,11.92,-6.72
4.2776,11.92,-6.72
4.2777,11.92,-6.72
4.2778,11.92,-6.72
4.2779,11.92,-6.72
4.278,11.92,-6.72
4.2781,11.92,-6.72
4.2782,12,-6.72
4.2783,11.92,-6.72
4.2784,11.92,-6.72
4.2785,12,-6.72
4.2786,11.92,-6.72
4.2787,11.92,-6.72
4.2788,11.92,-6.72
4.2789,11.92,-6.72
4.279,12,-6.72
4.2791,11.92,-6.72
4.2792,12,-6.72
4.2793,12,-6.72
4.2794,12,-6.72
4.2795,12,-6.72
4.2796,12,-6.72
4.2797,11.92,-6.72
4.2798,12,-6.72
4.2799,11.92,-6.72
4.28,11.92,-6.72
4.2801,12,-6.72
4.2802,12,-6.72
4.2803,12,-6.72
4.2804,12,-6.72
4.2805,12,-6.72
4.2806,12,-6.72
4.2807,12,-6.72
4.2808,12,-6.72
4.2809,12,-6.72
4.281,12,-6.72
4.2811,12,-6.72
4.2812,12,-6.72
4.2813,12,-6.72
4.2814,12,-6.72
4.2815,12,-6.72
4.2816,12.08,-6.72
4.2817,12,-6.72
4.2818,12,-6.72
4.2819,12,-6.72
4.282,12,-6.72
4.2821,12.08,-6.72
4.2822,12.08,-6.72
4.2823,12,-6.72
4.2824,12,-6.72
4.2825,12,-6.72
4.2826,12,-6.72
4.2827,12.08,-6.72
4.2828,12.08,-6.72
4.2829,12,-6.72
4.283,12.08,-6.72
4.2831,12.08,-6.72
4.2832,12.08,-6.72
4.2833,12.08,-6.72
4.2834,12.08,-6.72
4.2835,12.08,-6.72
4.2836,12.08,-6.72
4.2837,12,-6.72
4.2838,12.08,-6.72
4.2839,12.08,-6.72
4.284,12.08,-6.72
4.2841,12.08,-6.72
4.2842,12.08,-6.72
4.2843,12.08,-6.72
4.2844,12.16,-6.72
4.2845,12.08,-6.72
4.2846,12.08,-6.72
4.2847,12.08,-6.72
4.2848,12.08,-6.72
4.2849,12.08,-6.72
4.285,12.08,-6.72
4.2851,12.08,-6.72
4.2852,12.08,-6.72
4.2853,12.08,-6.72
4.2854,12.16,-6.72
4.2855,12.16,-6.72
4.2856,12.08,-6.72
4.2857,12.08,-6.72
4.2858,12.08,-6.72
4.2859,12.08,-6.72
4.286,12.08,-6.72
4.2861,12.16,-6.72
4.2862,12.16,-6.72
4.2863,12.16,-6.72
4.2864,12.16,-6.72
4.2865,12.16,-6.72
4.2866,12.16,-6.72
4.2867,12.08,-6.72
4.2868,12.16,-6.72
4.2869,12.16,-6.72
4.287,12.16,-6.72
4.2871,12.16,-6.72
4.2872,12.16,-6.72
4.2873,12.16,-6.72
4.2874,12.16,-6.72
4.2875,12.16,-6.72
4.2876,12.16,-6.72
4.2877,12.16,-6.72
4.2878,12.16,-6.72
4.2879,12.16,-6.72
4.288,12.16,-6.72
4.2881,12.16,-6.72
4.2882,12.16,-6.72
4.2883,12.16,-6.72
4.2884,12.16,-6.72
4.2885,12.16,-6.72
4.2886,12.16,-6.72
4.2887,12.16,-6.72
4.2888,12.16,-6.72
4.2889,12.16,-6.72
4.289,12.16,-6.72
4.2891,12.16,-6.72
4.2892,12.16,-6.72
4.2893,12.16,-6.72
4.2894,12.16,-6.72
4.2895,12.24,-6.72
4.2896,12.16,-6.72
4.2897,12.16,-6.72
4.2898,12.16,-6.72
4.2899,12.16,-6.72
4.29,12.16,-6.72
4.2901,12.16,-6.72
4.2902,12.16,-6.72
4.2903,12.16,-6.72
4.2904,12.16,-6.72
4.2905,12.16,-6.72
4.2906,12.16,-6.72
4.2907,12.24,-6.72
4.2908,12.24,-6.72
4.2909,12.24,-6.72
4.291,12.24,-6.72
4.2911,12.24,-6.72
4.2912,12.24,-6.72
4.2913,12.24,-6.72
4.2914,12.24,-6.72
4.2915,12.24,-6.72
4.2916,12.24,-6.72
4.2917,12.24,-6.72
4.2918,12.24,-6.72
4.2919,12.24,-6.72
4.292,12.24,-6.72
4.2921,12.24,-6.72
4.2922,12.24,-6.72
4.2923,12.24,-6.72
4.2924,12.24,-6.72
4.2925,12.24,-6.72
4.2926,12.24,-6.72
4.2927,12.24,-6.72
4.2928,12.32,-6.72
4.2929,12.24,-6.72
4.293,12.24,-6.72
4.2931,12.24,-6.72
4.2932,12.24,-6.72
4.2933,12.24,-6.72
4.2934,12.24,-6.72
4.2935,12.24,-6.72
4.2936,12.24,-6.72
4.2937,12.24,-6.72
4.2938,12.32,-6.72
4.2939,12.32,-6.72
4.294,12.24,-6.72
4.2941,12.32,-6.72
4.2942,12.32,-6.72
4.2943,12.24,-6.72
4.2944,12.32,-6.72
4.2945,12.32,-6.72
4.2946,12.32,-6.72
4.2947,12.32,-6.72
4.2948,12.32,-6.72
4.2949,12.32,-6.72
4.295,12.32,-6.72
4.2951,12.32,-6.72
4.2952,12.32,-6.72
4.2953,12.24,-6.72
4.2954,12.32,-6.72
4.2955,12.32,-6.72
4.2956,12.32,-6.72
4.2957,12.32,-6.72
4.2958,12.32,-6.72
4.2959,12.32,-6.72
4.296,12.32,-6.72
4.2961,12.32,-6.72
4.2962,12.32,-6.72
4.2963,12.32,-6.72
4.2964,12.32,-6.72
4.2965,12.32,-6.72
4.2966,12.32,-6.72
4.2967,12.32,-6.72
4.2968,12.32,-6.72
4.2969,12.32,-6.72
4.297,12.32,-6.72
4.2971,12.4,-6.72
4.2972,12.4,-6.72
4.2973,12.32,-6.72
4.2974,12.4,-6.72
4.2975,12.32,-6.72
4.2976,12.32,-6.72
4.2977,12.4,-6.72
4.2978,12.32,-6.72
4.2979,12.32,-6.72
4.298,12.4,-6.72
4.2981,12.4,-6.72
4.2982,12.32,-6.72
4.2983,12.4,-6.72
4.2984,12.4,-6.72
4.2985,12.4,-6.72
4.2986,12.4,-6.72
4.2987,12.4,-6.72
4.2988,12.4,-6.72
4.2989,12.4,-6.72
4.299,12.4,-6.72
4.2991,12.4,-6.72
4.2992,12.4,-6.72
4.2993,12.48,-6.72
4.2994,12.4,-6.72
4.2995,12.4,-6.72
4.2996,12.4,-6.72
4.2997,12.4,-6.72
4.2998,12.4,-6.72
4.2999,12.4,-6.72
4.3,12.32,-6.72
4.3001,12.4,-6.72
4.3002,12.4,-6.72
4.3003,12.48,-6.72
4.3004,12.48,-6.72
4.3005,12.4,-6.72
4.3006,12.4,-6.72
4.3007,12.4,-6.72
4.3008,12.4,-6.72
4.3009,12.4,-6.72
4.301,12.4,-6.72
4.3011,12.48,-6.72
4.3012,12.48,-6.72
4.3013,12.4,-6.72
4.3014,12.4,-6.72
4.3015,12.4,-6.72
4.3016,12.4,-6.72
4.3017,12.48,-6.72
4.3018,12.48,-6.72
4.3019,12.4,-6.72
4.302,12.48,-6.72
4.3021,12.4,-6.72
4.3022,12.48,-6.72
4.3023,12.48,-6.72
4.3024,12.48,-6.72
4.3025,12.4,-6.72
4.3026,12.48,-6.72
4.3027,12.48,-6.72
4.3028,12.48,-6.72
4.3029,12.48,-6.72
4.303,12.48,-6.72
4.3031,12.4,-6.72
4.3032,12.48,-6.72
4.3033,12.48,-6.72
4.3034,12.48,-6.72
4.3035,12.48,-6.72
4.3036,12.48,-6.72
4.3037,12.48,-6.72
4.3038,12.48,-6.72
4.3039,12.48,-6.72
4.304,12.48,-6.72
4.3041,12.48,-6.72
4.3042,12.48,-6.72
4.3043,12.48,-6.72
4.3044,12.48,-6.72
4.3045,12.48,-6.72
4.3046,12.48,-6.72
4.3047,12.48,-6.72
4.3048,12.48,-6.72
4.3049,12.56,-6.72
4.305,12.48,-6.72
4.3051,12.48,-6.72
4.3052,12.48,-6.72
4.3053,12.56,-6.72
4.3054,12.48,-6.72
4.3055,12.48,-6.72
4.3056,12.56,-6.72
4.3057,12.56,-6.72
4.3058,12.56,-6.72
4.3059,12.56,-6.72
4.306,12.56,-6.72
4.3061,12.56,-6.72
4.3062,12.56,-6.72
4.3063,12.56,-6.72
4.3064,12.56,-6.72
4.3065,12.56,-6.72
4.3066,12.56,-6.72
4.3067,12.56,-6.72
4.3068,12.56,-6.72
4.3069,12.56,-6.72
4.307,12.56,-6.72
4.3071,12.56,-6.72
4.3072,12.56,-6.72
4.3073,12.56,-6.72
4.3074,12.56,-6.72
4.3075,12.56,-6.72
4.3076,12.56,-6.72
4.3077,12.56,-6.72
4.3078,12.64,-6.72
4.3079,12.56,-6.72
4.308,12.56,-6.72
4.3081,12.56,-6.72
4.3082,12.56,-6.72
4.3083,12.56,-6.72
4.3084,12.56,-6.72
4.3085,12.56,-6.72
4.3086,12.64,-6.72
4.3087,12.56,-6.72
4.3088,12.64,-6.72
4.3089,12.64,-6.72
4.309,12.64,-6.72
4.3091,12.64,-6.72
4.3092,12.64,-6.72
4.3093,12.64,-6.72
4.3094,12.64,-6.72
4.3095,12.64,-6.72
4.3096,12.64,-6.72
4.3097,12.64,-6.72
4.3098,12.64,-6.72
4.3099,12.64,-6.72
4.31,12.64,-6.72
4.3101,12.64,-6.72
4.3102,12.64,-6.72
4.3103,12.64,-6.72
4.3104,12.64,-6.72
4.3105,12.64,-6.72
4.3106,12.64,-6.72
4.3107,12.64,-6.72
4.3108,12.64,-6.72
4.3109,12.64,-6.72
4.311,12.64,-6.72
4.3111,12.64,-6.72
4.3112,12.64,-6.72
4.3113,12.64,-6.72
4.3114,12.64,-6.72
4.3115,12.72,-6.72
4.3116,12.64,-6.72
4.3117,12.64,-6.72
4.3118,12.64,-6.72
4.3119,12.64,-6.72
4.312,12.64,-6.72
4.3121,12.64,-6.72
4.3122,12.64,-6.72
4.3123,12.72,-6.72
4.3124,12.64,-6.72
4.3125,12.72,-6.72
4.3126,12.64,-6.72
4.3127,12.72,-6.72
4.3128,12.64,-6.72
4.3129,12.72,-6.72
4.313,12.72,-6.72
4.3131,12.72,-6.72
4.3132,12.64,-6.72
4.3133,12.72,-6.72
4.3134,12.64,-6.72
4.3135,12.72,-6.72
4.3136,12.72,-6.72
4.3137,12.8,-6.72
4.3138,12.72,-6.72
4.3139,12.72,-6.72
4.314,12.64,-6.72
4.3141,12.72,-6.72
4.3142,12.72,-6.72
4.3143,12.72,-6.72
4.3144,12.72,-6.72
4.3145,12.72,-6.72
4.3146,12.72,-6.72
4.3147,12.8,-6.72
4.3148,12.72,-6.72
4.3149,12.8,-6.72
4.315,12.72,-6.72
4.3151,12.8,-6.72
4.3152,12.72,-6.72
4.3153,12.8,-6.72
4.3154,12.72,-6.72
4.3155,12.72,-6.72
4.3156,12.8,-6.72
4.3157,12.8,-6.72
4.3158,12.8,-6.72
4.3159,12.8,-6.72
4.316,12.72,-6.72
4.3161,12.8,-6.72
4.3162,12.72,-6.72
4.3163,12.8,-6.72
4.3164,12.8,-6.72
4.3165,12.8,-6.72
4.3166,12.8,-6.72
4.3167,12.8,-6.72
4.3168,12.8,-6.72
4.3169,12.8,-6.72
4.317,12.8,-6.72
4.3171,12.8,-6.72
4.3172,12.8,-6.72
4.3173,12.8,-6.72
4.3174,12.8,-6.72
4.3175,12.8,-6.72
4.3176,12.8,-6.72
4.3177,12.8,-6.72
4.3178,12.8,-6.72
4.3179,12.8,-6.72
4.318,12.8,-6.72
4.3181,12.8,-6.72
4.3182,12.8,-6.72
4.3183,12.8,-6.72
4.3184,12.8,-6.72
4.3185,12.8,-6.72
4.3186,12.8,-6.72
4.3187,12.88,-6.72
4.3188,12.88,-6.72
4.3189,12.88,-6.72
4.319,12.8,-6.72
4.3191,12.88,-6.72
4.3192,12.8,-6.72
4.3193,12.8,-6.72
4.3194,12.88,-6.72
4.3195,12.88,-6.72
4.3196,12.88,-6.72
4.3197,12.88,-6.72
4.3198,12.88,-6.72
4.3199,12.88,-6.72
4.32,12.88,-6.72
4.3201,12.88,-6.72
4.3202,12.88,-6.72
4.3203,12.88,-6.72
4.3204,12.8,-6.72
4.3205,12.8,-6.72
4.3206,12.88,-6.72
4.3207,12.8,-6.72
4.3208,12.88,-6.72
4.3209,12.88,-6.72
4.321,12.96,-6.72
4.3211,12.88,-6.72
4.3212,12.88,-6.72
4.3213,12.88,-6.72
4.3214,12.88,-6.72
