time;CH1;CH2
0.8452;13.8;0.48
0.8456;13.8;0.56
0.846;13.8;0.64
0.8464;14;0.64
0.8468;14;0.72
0.8472;13.8;0.64
0.8476;14;0.72
0.848;13.8;0.8
0.8484;13.8;0.72
0.8488;14;0.8
0.8492;13.8;0.8
0.8496;13.8;0.88
0.85;14;0.88
0.8504;14;0.88
0.8508;13.8;0.96
0.8512;14;0.96
0.8516;14;0.96
0.852;14;1.04
0.8524;14;1.12
0.8528;14;1.04
0.8532;14;1.12
0.8536;14;1.12
0.854;14;1.12
0.8544;14;1.2
0.8548;14;1.2
0.8552;14;1.2
0.8556;14;1.2
0.856;14;1.28
0.8564;14;1.28
0.8568;14;1.36
0.8572;14;1.28
0.8576;14;1.36
0.858;14;1.28
0.8584;14;1.36
0.8588;14;1.36
0.8592;14.2;1.44
0.8596;14;1.44
0.86;14;1.44
0.8604;14;1.44
0.8608;14.2;1.52
0.8612;14.2;1.52
0.8616;14.2;1.52
0.862;14.2;1.52
0.8624;14.2;1.52
0.8628;14.2;1.52
0.8632;14;1.52
0.8636;14.2;1.52
0.864;14.2;1.52
0.8644;14.2;1.52
0.8648;14.2;1.52
0.8652;14.2;1.6
0.8656;14.2;1.6
0.866;14.2;1.68
0.8664;14.2;1.6
0.8668;14.2;1.68
0.8672;14.2;1.6
0.8676;14.2;1.68
0.868;14.2;1.68
0.8684;14.2;1.68
0.8688;14.2;1.76
0.8692;14.2;1.68
0.8696;14.2;1.68
0.87;14.2;1.68
0.8704;14.2;1.68
0.8708;14.2;1.76
0.8712;14.4;1.76
0.8716;14.2;1.76
0.872;14.4;1.76
0.8724;14.2;1.76
0.8728;14.2;1.76
0.8732;14.2;1.76
0.8736;14.2;1.76
0.874;14.2;1.76
0.8744;14.4;1.84
0.8748;14.2;1.84
0.8752;14.2;1.84
0.8756;14.2;1.84
0.876;14.2;1.84
0.8764;14.2;1.84
0.8768;14.2;1.84
0.8772;14.4;1.84
0.8776;14.2;1.84
0.878;14.2;1.84
0.8784;14.2;1.92
0.8788;14.2;1.92
0.8792;14.2;1.84
0.8796;14.2;1.92
0.88;14.2;1.92
0.8804;14.2;1.92
0.8808;14.2;1.92
0.8812;14.2;1.92
0.8816;14.2;1.92
0.882;14.4;1.92
0.8824;14.2;1.92
0.8828;14.2;2
0.8832;14.2;1.92
0.8836;14.2;1.92
0.884;14.2;1.92
0.8844;14.2;1.92
0.8848;14.2;1.92
0.8852;14.2;1.92
0.8856;14.2;2
0.886;14.2;2
0.8864;14.2;2
0.8868;14.2;2
0.8872;14.2;2
0.8876;14.2;2
0.888;14.2;2
0.8884;14.2;2
0.8888;14.2;2
0.8892;14.4;2
0.8896;14.2;2
0.89;14.2;2
0.8904;14.4;2
0.8908;14.2;2
0.8912;14.2;2
0.8916;14.2;2
0.892;14.2;2
0.8924;14.2;2
0.8928;14.2;2
0.8932;14.2;2
0.8936;14.2;2.08
0.894;14.2;2
0.8944;14.2;2.08
0.8948;14.2;2
0.8952;14.2;2.08
0.8956;14.2;2.08
0.896;14.2;2.08
0.8964;14.4;2
0.8968;14.2;2.08
0.8972;14.4;2.08
0.8976;14.2;2.08
0.898;14.2;2
0.8984;14.2;2.08
0.8988;14.2;2.08
0.8992;14.2;2.08
0.8996;14.2;2.08
0.9;14.2;2
0.9004;14.2;2.08
0.9008;14.2;2.08
0.9012;14.2;2.16
0.9016;14.2;2.08
0.902;14.2;2.08
0.9024;14.2;2.08
0.9028;14.2;2.08
0.9032;14.2;2.08
0.9036;14.2;2.08
0.904;14.2;2.08
0.9044;14.2;2.08
0.9048;14.2;2.08
0.9052;14.2;2.08
0.9056;14.4;2.08
0.906;14.2;2.08
0.9064;14.2;2.08
0.9068;14.2;2.08
0.9072;14.2;2.08
0.9076;14.2;2.08
0.908;14.2;2.08
0.9084;14.4;2.16
0.9088;14.2;2.08
0.9092;14.2;2.16
0.9096;14.4;2.08
0.91;14.2;2.16
0.9104;14.2;2.08
0.9108;14.2;2.08
0.9112;14.2;2.16
0.9116;14.2;2.08
0.912;14.2;2.08
0.9124;14.4;2.08
0.9128;14.2;2.08
0.9132;14.2;2.08
0.9136;14.2;2.08
0.914;14.4;2.08
0.9144;14.2;2.08
0.9148;14.2;2.16
0.9152;14.2;2.16
0.9156;14.2;2.16
0.916;14.4;2.16
0.9164;14.4;2.16
0.9168;14.2;2.16
0.9172;14.2;2.08
0.9176;14.2;2.16
0.918;14.2;2.16
0.9184;14.2;2.16
0.9188;14.4;2.16
0.9192;14.2;2.16
0.9196;14.4;2.16
0.92;14.2;2.08
0.9204;14.2;2.08
0.9208;14.2;2.08
0.9212;14.2;2.16
0.9216;14.2;2.08
0.922;14.2;2.16
0.9224;14.2;2.08
0.9228;14.2;2.16
0.9232;14.2;2.16
0.9236;14.2;2.16
0.924;14.4;2.16
0.9244;14.2;2.16
0.9248;14.4;2.16
0.9252;14.2;2.16
0.9256;14.2;2.16
0.926;14.4;2.08
0.9264;14.2;2.16
0.9268;14.2;2.16
0.9272;14.2;2.16
0.9276;14.2;2.16
0.928;14.2;2.16
0.9284;14.2;2.16
0.9288;14.2;2.16
0.9292;14.2;2.16
0.9296;14.2;2.16
0.93;14.2;2.16
0.9304;14.2;2.16
0.9308;14.4;2.16
0.9312;14.2;2.16
0.9316;14.2;2.16
0.932;14.2;2.24
0.9324;14.2;2.16
0.9328;14.2;2.16
0.9332;14.2;2.16
0.9336;14.2;2.16
0.934;14.2;2.16
0.9344;14.2;2.16
0.9348;14.2;2.16
0.9352;14.2;2.16
0.9356;14.2;2.16
0.936;14.2;2.16
0.9364;14.2;2.08
0.9368;14.2;2.16
0.9372;14.2;2.16
0.9376;14.4;2.16
0.938;14.2;2.16
0.9384;14.2;2.16
0.9388;14.2;2.08
0.9392;14.2;2.16
0.9396;14.2;2.16
0.94;14.2;2.16
0.9404;14.2;2.16
0.9408;14.2;2.16
0.9412;14.4;2.16
0.9416;14.2;2.16
0.942;14.2;2.16
0.9424;14.2;2.16
0.9428;14.2;2.16
0.9432;14.2;2.16
0.9436;14.2;2.16
0.944;14.4;2.16
0.9444;14.2;2.16
0.9448;14.4;2.24
0.9452;14.2;2.16
0.9456;14.2;2.16
0.946;14.2;2.16
0.9464;14.2;2.16
0.9468;14.2;2.16
0.9472;14.2;2.16
0.9476;14.2;2.16
0.948;14.2;2.16
0.9484;14.2;2.16
0.9488;14.2;2.16
0.9492;14.2;2.24
0.9496;14.2;2.16
0.95;14.4;2.16
0.9504;14.2;2.16
0.9508;14.2;2.16
0.9512;14.2;2.16
0.9516;14.2;2.16
0.952;14.2;2.16
0.9524;14.2;2.16
0.9528;14.2;2.16
0.9532;14.2;2.16
0.9536;14.2;2.08
0.954;14.4;2.16
0.9544;14.2;2.16
0.9548;14.2;2.16
0.9552;14.2;2.16
0.9556;14.2;2.16
